iter	RMSE
381	1.160527064
382	1.157269256
383	1.155302537
384	1.154116227
385	1.152885263
386	1.150441117
387	1.147033442
388	1.142713203
389	1.141191755
390	1.139612877
391	1.137872883
392	1.134349175
393	1.13245796
394	1.130727703
395	1.129693411
396	1.126185143
397	1.123478156
398	1.120443709
399	1.118612017
400	1.115191121
401	1.113599996
402	1.112739305
403	1.110760189
404	1.109389206
405	1.107989533
406	1.105157116
407	1.103134334
408	1.100032936
409	1.09890423
410	1.09633089
411	1.094960783
412	1.092054257
413	1.090461067
414	1.088953489
415	1.087989032
416	1.086948582
417	1.084191746
418	1.082171127
419	1.080484643
420	1.07851152
421	1.075576697
422	1.074627752
423	1.072262743
424	1.069451659
425	1.066988934
426	1.064342828
427	1.063309192
428	1.060341873
429	1.057888039
430	1.054224134
431	1.052219626
432	1.050408231
433	1.049041764
434	1.046591383
435	1.042024323
436	1.038090288
437	1.0364322
438	1.034016479
439	1.032319896
440	1.029542621
441	1.026037851
442	1.022082865
443	1.021161639
444	1.017805975
445	1.016090927
446	1.015275949
447	1.01169839
448	1.009309576
449	1.008046363
450	1.005396244
451	1.002971401
452	1.000051696
453	0.997756128
454	0.9950347579
455	0.9933826539
456	0.991813471
457	0.9900891486
458	0.9859406957
459	0.9832492188
460	0.9820564571
461	0.9807809541
462	0.9793846429
463	0.9761417532
464	0.9751600694
465	0.9741790081
466	0.9726060695
467	0.9704293768
468	0.9684868497
469	0.9657506272
470	0.9649066668
471	0.9635506479
472	0.9608245567
473	0.9591884222
474	0.9563308887
475	0.9546006197
476	0.9525242939
477	0.9516326485
478	0.9506878057
479	0.9476204005
480	0.9457423732
481	0.9448574868
482	0.941337868
483	0.9380809225
484	0.9356135577
485	0.933483123
486	0.9314786045
487	0.9303047309
488	0.9295150138
489	0.9276673075
490	0.9263335578
491	0.9245472467
492	0.9235379226
493	0.9226802871
494	0.9207505853
495	0.9173007866
496	0.9161295962
497	0.9144010087
498	0.9128778247
499	0.9111064931
500	0.9092795168
501	0.9078327878
502	0.9062818143
503	0.9046153101
504	0.9028219244
505	0.8992526788
506	0.8965195578
507	0.8949098701
508	0.8930899595
509	0.8920383969
510	0.8904018323
511	0.8892303344
512	0.8867746587
513	0.8848753756
514	0.883615328
515	0.8829748126
516	0.8821321899
517	0.880980478
518	0.880361349
519	0.8794928219
520	0.8787610314
521	0.8777982317
522	0.8758678458
523	0.8741560144
524	0.8737469521
525	0.8713608522
526	0.8696437975
527	0.8681208075
528	0.8652384996
529	0.863533608
530	0.8625549989
531	0.8599283875
532	0.8580447709
533	0.8570482238
534	0.8542842382
535	0.8525927534
536	0.8511924966
537	0.8493757264
538	0.8472220436
539	0.8462496996
540	0.8448016278
541	0.8439523347
542	0.8434328421
543	0.841134659
544	0.8388379972
545	0.8362120165
546	0.8353714317
547	0.8333237174
548	0.8326447704
549	0.83114819
550	0.8290683422
551	0.8278328954
552	0.8259438155
553	0.8248743937
554	0.8241881454
555	0.8234919205
556	0.8223246865
557	0.8213320426
558	0.8198334874
559	0.8177308594
560	0.816252844
561	0.815155475
562	0.8136180291
563	0.8123471902
564	0.8103777688
565	0.809327597
566	0.8080211538
567	0.8074687099
568	0.8065270832
569	0.8051437735
570	0.8033213362
571	0.8016557442
572	0.8004789634
573	0.7996804781
574	0.7977716697
575	0.7964622716
576	0.794487029
577	0.7935921909
578	0.7931853238
579	0.7923384736
580	0.7912205365
581	0.7899318055
582	0.7890376794
583	0.7871115929
584	0.7855503231
585	0.7837067996
586	0.7832284511
587	0.7820461053
588	0.7805083005
589	0.7793519034
590	0.7786215073
591	0.7771845484
592	0.7749496907
593	0.7731570285
594	0.7714960773
595	0.7698950602
596	0.7687031424
597	0.7671986469
598	0.7662670821
599	0.7648370788
600	0.7639648411
601	0.7626812069
602	0.7623905288
603	0.7609417355
604	0.760169557
605	0.7583376916
606	0.7573686711
607	0.7556868771
608	0.7542099885
609	0.7529788646
610	0.7514849136
611	0.7498320622
612	0.7483557622
613	0.7465214804
614	0.7456269224
615	0.7437680581
616	0.7428437061
617	0.7413045885
618	0.7394930524
619	0.7382253585
620	0.7364048273
621	0.7356039729
622	0.735229631
623	0.7344742884
624	0.7331694276
625	0.7316688437
626	0.7305927449
627	0.7285101725
628	0.7280035536
629	0.7265405878
630	0.7251164542
631	0.7244149552
632	0.7235658162
633	0.7232022219
634	0.7212408993
635	0.7200389744
636	0.7187925409
637	0.7164204053
638	0.7158981392
639	0.7149693425
640	0.7137864368
641	0.712394654
642	0.7113606955
643	0.7097405537
644	0.7089590197
645	0.7080309895
646	0.7068153675
647	0.7057747077
648	0.7048015294
649	0.7034376009
650	0.702343086
651	0.7005135922
652	0.6993146944
653	0.6979854408
654	0.6966453324
655	0.6960149304
656	0.6947437856
657	0.6939019573
658	0.692528655
659	0.6910234389
660	0.6897338398
661	0.6891575586
662	0.6887189189
663	0.6875357896
664	0.6864827582
665	0.6852435117
666	0.6833629571
667	0.6828033663
668	0.6809202307
669	0.6802078647
670	0.6798350322
671	0.6788214462
672	0.6776953139
673	0.6766967483
674	0.6754687132
675	0.6745472472
676	0.6741072589
677	0.6734253872
678	0.6727772522
679	0.6717950634
680	0.6696826506
681	0.6679613589
682	0.6665460201
683	0.6652873818
684	0.6646432819
685	0.6631703016
686	0.6625568249
687	0.6607739511
688	0.6592552386
689	0.6577341355
690	0.6561907322
691	0.6554190045
692	0.6543053053
693	0.6533828842
694	0.651823406
695	0.6504275975
696	0.6495392694
697	0.6483019244
698	0.6471804897
699	0.6457830996
700	0.6451664378
701	0.6438483863
702	0.6427524058
703	0.6425441794
704	0.6417594334
705	0.6404332998
706	0.6400132392
707	0.6394634786
708	0.6384696671
709	0.6379557561
710	0.6370380211
711	0.6362908956
712	0.6358830439
713	0.6344821333
714	0.6331675861
715	0.6324487872
716	0.6319762011
717	0.6307364645
718	0.6296743564
719	0.6293995376
720	0.6280925787
721	0.6275954508
722	0.6274011995
723	0.6268441469
724	0.6258668691
725	0.6249061024
726	0.6238677048
727	0.6235648749
728	0.6221047092
729	0.6212644834
730	0.620189204
731	0.6194399425
732	0.6186050002
733	0.6174325477
734	0.6172715703
735	0.6161371456
736	0.6157112077
737	0.6149336336
738	0.6138403098
739	0.6133089551
740	0.6129348972
741	0.6120645326
742	0.611752521
743	0.6114453012
744	0.6104545567
745	0.6099095247
746	0.6091097558
747	0.6081304697
748	0.6067848375
749	0.605690246
750	0.6052845592
751	0.6046097813
752	0.6038736155
753	0.6027732244
754	0.6012420885
755	0.6001135583
756	0.59922034
757	0.5983975706
758	0.5970705552
759	0.5959769702
760	0.5953351324
761	0.5943182598
762	0.5934786407
763	0.5919823174
764	0.5905053819
765	0.5895747625
766	0.5879807601
767	0.5867989418
768	0.5862140142
769	0.5858295308
770	0.5844327242
771	0.5840479965
772	0.5834236665
773	0.5832148292
774	0.5820943476
775	0.5819060869
776	0.5810078804
777	0.5805796502
778	0.5795025625
779	0.579262437
780	0.5787793886
781	0.5778328472
782	0.5769130041
783	0.5756865341
784	0.5749051732
785	0.5739736531
786	0.5737753481
787	0.5734275122
788	0.5725777528
789	0.5716589945
790	0.5704361302
791	0.5694108441
792	0.5687815538
793	0.5685369498
794	0.5674955341
795	0.5665728153
796	0.5662187462
797	0.5660024231
798	0.5654057735
799	0.564807307
800	0.5640541011
801	0.5633791245
802	0.562449235
803	0.5609328923
804	0.5598760411
805	0.5591959803
806	0.5585409918
807	0.5583658195
808	0.5577050838
809	0.556793049
810	0.555751278
811	0.5551200862
812	0.5546232293
813	0.554078554
814	0.5534503924
815	0.5530552599
816	0.5525989277
817	0.5519659507
818	0.5507069996
819	0.5500745852
820	0.5498941505
821	0.5484893594
822	0.547582146
823	0.5465654173
824	0.545532941
825	0.5450743318
826	0.5442640632
827	0.5438866984
828	0.5429029749
829	0.542283076
830	0.541594873
831	0.5411254611
832	0.5401514988
833	0.5392187456
834	0.5388356916
835	0.5381589215
836	0.5377295956
837	0.5372085868
838	0.5363592411
839	0.5357212127
840	0.5347940707
841	0.5339954023
842	0.5332655639
843	0.5329495309
844	0.5319726443
845	0.5310841982
846	0.52994017
847	0.5288503905
848	0.5281767867
849	0.5271515684
850	0.526411654
851	0.5257050817
852	0.5247043484
853	0.5236867589
854	0.5229458549
855	0.5219429513
856	0.5215795653
857	0.5206807221
858	0.519765111
859	0.5188008769
860	0.5182509837
861	0.5174916174
862	0.5165910717
863	0.5163858436
864	0.5157262986
865	0.5147376813
866	0.5140188814
867	0.5128783464
868	0.5121614573
869	0.5113054485
870	0.5109653324
871	0.510631529
872	0.5100700533
873	0.5094774098
874	0.5092010126
875	0.5085533875
876	0.5076299788
877	0.5068959039
878	0.5059711371
879	0.5050784462
880	0.5041564557
881	0.5034315257
882	0.5024261123
883	0.5019041174
884	0.5010311413
885	0.5004980195
886	0.4998224033
887	0.4991528803
888	0.4984962237
889	0.4982084597
890	0.4972980907
891	0.4962669559
892	0.4957261308
893	0.4954126498
894	0.494553977
895	0.4934958081
896	0.4929377242
897	0.4926622445
898	0.4921494732
899	0.4916206399
900	0.4915110546
901	0.490866023
902	0.4901682773
903	0.4896098098
904	0.4886094462
905	0.4879541992
906	0.4871200503
907	0.4864489226
908	0.4856020449
909	0.4845801937
910	0.4842411257
911	0.4835656738
912	0.4828573266
913	0.4820826238
914	0.4812875628
915	0.4806830549
916	0.4799639889
917	0.479538372
918	0.4788681757
919	0.4784284333
920	0.4775700784
921	0.476908598
922	0.4760991382
923	0.4757202424
924	0.4748546675
925	0.4744628264
926	0.4739084406
927	0.4732909646
928	0.4729715145
929	0.4720642481
930	0.4712927103
931	0.4708961263
932	0.4705288568
933	0.4702504546
934	0.4696369124
935	0.4691168124
936	0.468555896
937	0.4682490585
938	0.4675487176
939	0.466863107
940	0.4660482319
941	0.4656748725
942	0.4652812401
943	0.4645029969
944	0.4637820284
945	0.4632125181
946	0.4623307211
947	0.4616965876
948	0.4606963004
949	0.4601103437
950	0.459577312
951	0.4590431773
952	0.4585165039
953	0.4576341818
954	0.4571523245
955	0.4564706783
956	0.4562255343
957	0.4558285368
958	0.4552390441
959	0.4547373678
960	0.4539698497
961	0.4535850105
962	0.453043285
963	0.4525911173
964	0.4520153743
965	0.451489761
966	0.4506692496
967	0.450583477
968	0.450113186
969	0.4492766992
970	0.448376633
971	0.4478766981
972	0.4472389701
973	0.4467332157
974	0.4460039003
975	0.4456069959
976	0.4451734753
977	0.4443797971
978	0.4436682237
979	0.4429318925
980	0.4424535325
981	0.4417622761
982	0.4412739802
983	0.4409220278
984	0.4403835091
985	0.4397258926
986	0.43928919
987	0.4384571666
988	0.4377279852
989	0.4370951162
990	0.4363788
991	0.4357506576
992	0.4352525683
993	0.4346580265
994	0.4342128446
995	0.4338716813
996	0.4331729477
997	0.4328287061
998	0.4323107593
999	0.4316935367
